Type,WKT
Round bollard,"POLYGON Z ((842549.168187536 6520279.5811843 0.5, 842549.1252163597 6520279.713435981 0.5, 842549.0127163597 6520279.795172016 0.5, 842548.8736587123 6520279.795172016 0.5, 842548.7611587122 6520279.713435981 0.5, 842548.718187536 6520279.5811843 0.5, 842548.7611587122 6520279.448932618 0.5, 842548.8736587123 6520279.367196583 0.5, 842549.0127163597 6520279.367196583 0.5, 842549.1252163597 6520279.448932618 0.5, 842549.168187536 6520279.5811843 0.5))"
Round bollard,"POLYGON Z ((842550.695515608 6520292.89976225 0.5, 842550.6525444317 6520293.032013931 0.5, 842550.5400444317 6520293.113749966 0.5, 842550.4009867843 6520293.113749966 0.5, 842550.2884867842 6520293.032013931 0.5, 842550.245515608 6520292.89976225 0.5, 842550.2884867842 6520292.767510568 0.5, 842550.4009867843 6520292.685774533 0.5, 842550.5400444317 6520292.685774533 0.5, 842550.6525444317 6520292.767510568 0.5, 842550.695515608 6520292.89976225 0.5))"
Round bollard,"POLYGON Z ((842552.7211101879 6520292.83970435 0.5, 842552.6781390117 6520292.971956031 0.5, 842552.5656390117 6520293.053692066 0.5, 842552.4265813642 6520293.053692066 0.5, 842552.3140813642 6520292.971956031 0.5, 842552.271110188 6520292.83970435 0.5, 842552.3140813642 6520292.707452668 0.5, 842552.4265813642 6520292.625716633 0.5, 842552.5656390117 6520292.625716633 0.5, 842552.6781390117 6520292.707452668 0.5, 842552.7211101879 6520292.83970435 0.5))"
Round bollard,"POLYGON Z ((842548.75276938 6520297.46085736 0.5, 842548.7097982038 6520297.593109041 0.5, 842548.5972982037 6520297.674845076 0.5, 842548.4582405563 6520297.674845076 0.5, 842548.3457405563 6520297.593109041 0.5, 842548.30276938 6520297.46085736 0.5, 842548.3457405563 6520297.328605678 0.5, 842548.4582405563 6520297.246869643 0.5, 842548.5972982037 6520297.246869643 0.5, 842548.7097982038 6520297.328605678 0.5, 842548.75276938 6520297.46085736 0.5))"
Round bollard,"POLYGON Z ((842554.775463038 6520293.15524131 0.5, 842554.7324918618 6520293.287492991 0.5, 842554.6199918617 6520293.369229026 0.5, 842554.4809342143 6520293.369229026 0.5, 842554.3684342143 6520293.287492991 0.5, 842554.325463038 6520293.15524131 0.5, 842554.3684342143 6520293.022989628 0.5, 842554.4809342143 6520292.941253593 0.5, 842554.6199918617 6520292.941253593 0.5, 842554.7324918618 6520293.022989628 0.5, 842554.775463038 6520293.15524131 0.5))"
Round bollard,"POLYGON Z ((842556.677468259 6520293.5743608 0.5, 842556.6344970828 6520293.706612482 0.5, 842556.5219970827 6520293.788348516 0.5, 842556.3829394353 6520293.788348516 0.5, 842556.2704394353 6520293.706612482 0.5, 842556.227468259 6520293.5743608 0.5, 842556.2704394353 6520293.442109118 0.5, 842556.3829394353 6520293.3603730835 0.5, 842556.5219970827 6520293.3603730835 0.5, 842556.6344970828 6520293.442109118 0.5, 842556.677468259 6520293.5743608 0.5))"
Round bollard,"POLYGON Z ((842435.737223601 6520276.64233857 0.5, 842435.6942524248 6520276.774590252 0.5, 842435.5817524247 6520276.856326287 0.5, 842435.4426947773 6520276.856326287 0.5, 842435.3301947772 6520276.774590252 0.5, 842435.287223601 6520276.64233857 0.5, 842435.3301947772 6520276.510086888 0.5, 842435.4426947773 6520276.428350854 0.5, 842435.5817524247 6520276.428350854 0.5, 842435.6942524248 6520276.510086888 0.5, 842435.737223601 6520276.64233857 0.5))"
Round bollard,"POLYGON Z ((842435.206600469 6520274.81832156 0.5, 842435.1636292927 6520274.950573241 0.5, 842435.0511292927 6520275.032309276 0.5, 842434.9120716453 6520275.032309276 0.5, 842434.7995716452 6520274.950573241 0.5, 842434.756600469 6520274.81832156 0.5, 842434.7995716452 6520274.686069878 0.5, 842434.9120716453 6520274.604333843 0.5, 842435.0511292927 6520274.604333843 0.5, 842435.1636292927 6520274.686069878 0.5, 842435.206600469 6520274.81832156 0.5))"
Round bollard,"POLYGON Z ((842433.183599783 6520271.93305828 0.5, 842433.1406286068 6520272.065309961 0.5, 842433.0281286067 6520272.147045996 0.5, 842432.8890709593 6520272.147045996 0.5, 842432.7765709592 6520272.065309961 0.5, 842432.733599783 6520271.93305828 0.5, 842432.7765709592 6520271.800806598 0.5, 842432.8890709593 6520271.719070563 0.5, 842433.0281286067 6520271.719070563 0.5, 842433.1406286068 6520271.800806598 0.5, 842433.183599783 6520271.93305828 0.5))"
Round bollard,"POLYGON Z ((842431.492238553 6520270.87181202 0.5, 842431.4492673768 6520271.004063702 0.5, 842431.3367673767 6520271.085799737 0.5, 842431.1977097293 6520271.085799737 0.5, 842431.0852097293 6520271.004063702 0.5, 842431.042238553 6520270.87181202 0.5, 842431.0852097293 6520270.739560339 0.5, 842431.1977097293 6520270.657824304 0.5, 842431.3367673767 6520270.657824304 0.5, 842431.4492673768 6520270.739560339 0.5, 842431.492238553 6520270.87181202 0.5))"
Round bollard,"POLYGON Z ((842429.7013854859 6520270.274861 0.5, 842429.6584143097 6520270.407112681 0.5, 842429.5459143097 6520270.488848716 0.5, 842429.4068566622 6520270.488848716 0.5, 842429.2943566622 6520270.407112681 0.5, 842429.251385486 6520270.274861 0.5, 842429.2943566622 6520270.142609318 0.5, 842429.4068566622 6520270.060873283 0.5, 842429.5459143097 6520270.060873283 0.5, 842429.6584143097 6520270.142609318 0.5, 842429.7013854859 6520270.274861 0.5))"
Round bollard,"POLYGON Z ((842427.6452208529 6520269.57841814 0.5, 842427.6022496767 6520269.710669822 0.5, 842427.4897496767 6520269.792405857 0.5, 842427.3506920292 6520269.792405857 0.5, 842427.2381920292 6520269.710669822 0.5, 842427.195220853 6520269.57841814 0.5, 842427.2381920292 6520269.446166459 0.5, 842427.3506920292 6520269.364430424 0.5, 842427.4897496767 6520269.364430424 0.5, 842427.6022496767 6520269.446166459 0.5, 842427.6452208529 6520269.57841814 0.5))"
Round bollard,"POLYGON Z ((842425.987023569 6520269.08095895 0.5, 842425.9440523927 6520269.213210632 0.5, 842425.8315523927 6520269.294946667 0.5, 842425.6924947452 6520269.294946667 0.5, 842425.5799947452 6520269.213210632 0.5, 842425.537023569 6520269.08095895 0.5, 842425.5799947452 6520268.948707269 0.5, 842425.6924947452 6520268.866971234 0.5, 842425.8315523927 6520268.866971234 0.5, 842425.9440523927 6520268.948707269 0.5, 842425.987023569 6520269.08095895 0.5))"
Round bollard,"POLYGON Z ((842423.798203154 6520268.3181882 0.5, 842423.7552319778 6520268.4504398815 0.5, 842423.6427319777 6520268.532175916 0.5, 842423.5036743303 6520268.532175916 0.5, 842423.3911743303 6520268.4504398815 0.5, 842423.348203154 6520268.3181882 0.5, 842423.3911743303 6520268.185936518 0.5, 842423.5036743303 6520268.104200483 0.5, 842423.6427319777 6520268.104200483 0.5, 842423.7552319778 6520268.185936518 0.5, 842423.798203154 6520268.3181882 0.5))"
Round bollard,"POLYGON Z ((842420.912939879 6520267.45592562 0.5, 842420.8699687028 6520267.588177302 0.5, 842420.7574687027 6520267.669913337 0.5, 842420.6184110553 6520267.669913337 0.5, 842420.5059110553 6520267.588177302 0.5, 842420.462939879 6520267.45592562 0.5, 842420.5059110553 6520267.323673938 0.5, 842420.6184110553 6520267.241937904 0.5, 842420.7574687027 6520267.241937904 0.5, 842420.8699687028 6520267.323673938 0.5, 842420.912939879 6520267.45592562 0.5))"
Round bollard,"POLYGON Z ((842432.586648761 6520262.61398955 0.5, 842432.5436775847 6520262.746241231 0.5, 842432.4311775847 6520262.827977266 0.5, 842432.2921199373 6520262.827977266 0.5, 842432.1796199372 6520262.746241231 0.5, 842432.136648761 6520262.61398955 0.5, 842432.1796199372 6520262.481737868 0.5, 842432.2921199373 6520262.400001833 0.5, 842432.4311775847 6520262.400001833 0.5, 842432.5436775847 6520262.481737868 0.5, 842432.586648761 6520262.61398955 0.5))"
Round bollard,"POLYGON Z ((842433.448911348 6520261.35375961 0.5, 842433.4059401718 6520261.486011292 0.5, 842433.2934401718 6520261.567747327 0.5, 842433.1543825243 6520261.567747327 0.5, 842433.0418825243 6520261.486011292 0.5, 842432.998911348 6520261.35375961 0.5, 842433.0418825243 6520261.221507928 0.5, 842433.1543825243 6520261.139771894 0.5, 842433.2934401718 6520261.139771894 0.5, 842433.4059401718 6520261.221507928 0.5, 842433.448911348 6520261.35375961 0.5))"
Round bollard,"POLYGON Z ((842433.913206588 6520259.16493919 0.5, 842433.8702354118 6520259.297190872 0.5, 842433.7577354118 6520259.378926907 0.5, 842433.6186777643 6520259.378926907 0.5, 842433.5061777643 6520259.297190872 0.5, 842433.463206588 6520259.16493919 0.5, 842433.5061777643 6520259.0326875085 0.5, 842433.6186777643 6520258.950951474 0.5, 842433.7577354118 6520258.950951474 0.5, 842433.8702354118 6520259.0326875085 0.5, 842433.913206588 6520259.16493919 0.5))"
Round bollard,"POLYGON Z ((842434.377501828 6520257.5730698 0.5, 842434.3345306518 6520257.705321481 0.5, 842434.2220306518 6520257.787057516 0.5, 842434.0829730043 6520257.787057516 0.5, 842433.9704730043 6520257.705321481 0.5, 842433.9275018281 6520257.5730698 0.5, 842433.9704730043 6520257.440818118 0.5, 842434.0829730043 6520257.359082083 0.5, 842434.2220306518 6520257.359082083 0.5, 842434.3345306518 6520257.440818118 0.5, 842434.377501828 6520257.5730698 0.5))"
Round bollard,"POLYGON Z ((842441.607241987 6520260.29251335 0.5, 842441.5642708108 6520260.424765032 0.5, 842441.4517708108 6520260.5065010665 0.5, 842441.3127131633 6520260.5065010665 0.5, 842441.2002131633 6520260.424765032 0.5, 842441.1572419871 6520260.29251335 0.5, 842441.2002131633 6520260.160261668 0.5, 842441.3127131633 6520260.078525634 0.5, 842441.4517708108 6520260.078525634 0.5, 842441.5642708108 6520260.160261668 0.5, 842441.607241987 6520260.29251335 0.5))"
Round bollard,"POLYGON Z ((842442.005209335 6520258.56798817 0.5, 842441.9622381588 6520258.700239852 0.5, 842441.8497381588 6520258.781975887 0.5, 842441.7106805113 6520258.781975887 0.5, 842441.5981805113 6520258.700239852 0.5, 842441.555209335 6520258.56798817 0.5, 842441.5981805113 6520258.435736489 0.5, 842441.7106805113 6520258.354000454 0.5, 842441.8497381588 6520258.354000454 0.5, 842441.9622381588 6520258.435736489 0.5, 842442.005209335 6520258.56798817 0.5))"
Round bollard,"POLYGON Z ((842435.3087764679 6520280.35783672 0.5, 842435.2658052917 6520280.490088401 0.5, 842435.1533052917 6520280.571824436 0.5, 842435.0142476442 6520280.571824436 0.5, 842434.9017476442 6520280.490088401 0.5, 842434.858776468 6520280.35783672 0.5, 842434.9017476442 6520280.225585038 0.5, 842435.0142476442 6520280.143849003 0.5, 842435.1533052917 6520280.143849003 0.5, 842435.2658052917 6520280.225585038 0.5, 842435.3087764679 6520280.35783672 0.5))"
Stairs,"POLYGON ((842551.141218647 6520310.49982387, 842545.488568398 6520310.29364062, 842543.167093522 6520324.53584712, 842548.751732266 6520325.41408857, 842551.141218647 6520310.49982387)))"
Stairs,"POLYGON ((842491.459799968 6520273.1435423, 842491.459799968 6520275.66400217, 842496.732867332 6520276.6257566, 842497.628293866 6520274.2379525, 842491.459799968 6520273.1435423)))"
Stairs,"POLYGON ((842503.763623818 6520275.49818244, 842503.962607492 6520277.45485524, 842504.758542188 6520278.38344572, 842505.421821102 6520278.71508517, 842506.449903418 6520278.91406885, 842507.378493898 6520278.71508517, 842508.041772811 6520278.25078993, 842508.472904105 6520277.58751102, 842509.103019073 6520276.36044503, 842503.763623818 6520275.49818244)))"
Stairs,"POLYGON ((842478.923828498 6520271.22003345, 842478.857500606 6520272.61291917, 842479.255467955 6520273.67416543, 842480.316714217 6520274.27111645, 842481.178976805 6520274.43693618, 842482.041239392 6520274.47010012, 842482.638190415 6520274.2379525, 842483.002993817 6520274.03896883, 842483.36779722 6520273.80682121, 842483.732600623 6520273.37568992, 842484.362715591 6520272.08229603, 842478.923828498 6520271.22003345)))"
Buildings,"POLYGON ((842427.6140165 6520381.66229122, 842489.485641895 6520387.16955918, 842538.489644965 6520394.73516595, 842535.503099638 6520349.03193763, 842432.351453582 6520332.60343112, 842427.6140165 6520381.66229122))"
Buildings,"POLYGON ((842377.181174158 6520374.27865993, 842417.243647481 6520379.49336516, 842422.857787368 6520331.41894528, 842384.517991587 6520323.03054013, 842377.181174158 6520374.27865993))"
Buildings,"POLYGON ((842366.642623776 6520305.04777666, 842423.251211324 6520320.93015607, 842430.231754407 6520273.7444321, 842361.681294172 6520257.15640637, 842350.347277802 6520299.74207844, 842366.642623776 6520305.04777666))"
Buildings,"POLYGON ((842361.415546793 6520249.22323938, 842430.932550586 6520264.54823825, 842436.018468025 6520226.31675395, 842427.555900511 6520222.69240399, 842428.959333113 6520220.36830705, 842361.683164206 6520192.4549836, 842361.415546793 6520249.22323938))"
Buildings,"POLYGON ((842453.898136547 6520192.45293072, 842444.794780582 6520265.13141573, 842542.631768164 6520282.34653722, 842552.101357202 6520218.67552944, 842453.898136547 6520192.45293072))"
Buildings,"POLYGON ((842544.420201585 6520394.39090481, 842561.791074172 6520421.14646066, 842602.7716137 6520419.0994432, 842603.111205879 6520359.33341433, 842560.930811792 6520354.92525599, 842559.841999876 6520356.61390341, 842543.886769003 6520352.81529125, 842543.105092636 6520380.00604218, 842544.420201585 6520394.39090481))"
Buildings,"POLYGON ((842545.262247737 6520345.24160779, 842610.046162806 6520355.29008124, 842614.445263906 6520304.72375817, 842552.97708623 6520294.72550961, 842551.06788644 6520310.74940599, 842550.341431634 6520314.58890858, 842549.737019521 6520314.78910883, 842548.733841804 6520324.08538904, 842547.894601112 6520330.35929011, 842547.285913355 6520331.55026698, 842545.262247737 6520345.24160779))"
Buildings,"POLYGON ((842569.295580496 6520288.58135901, 842603.666292736 6520295.40337985, 842672.120211083 6520307.17429919, 842674.493437829 6520304.2355293, 842674.665405509 6520269.80901073, 842587.430900181 6520236.6438776, 842585.462631332 6520240.19088344, 842567.731107837 6520236.78487325, 842569.295580496 6520288.58135901))"
Fountain,"POLYGON ((842475.859718034 6520326.650734, 842475.532651125 6520327.82147717, 842475.911198383 6520329.27641053, 842476.774300421 6520330.84971818, 842478.088221594 6520332.37993436, 842479.902858052 6520333.33260973, 842481.766147374 6520333.80436799, 842484.53729153 6520333.92228473, 842487.553115645 6520333.1889118, 842488.565822161 6520332.35545784, 842489.682758437 6520331.0691576, 842490.011071179 6520329.84488323, 842490.100836376 6520328.40082531, 842489.807334862 6520328.12620463, 842489.969626402 6520327.59436539, 842490.412281851 6520327.09581795, 842491.242100758 6520326.87406656, 842491.177200743 6520327.24748514, 842491.580609887 6520327.63178017, 842492.048919038 6520327.64265664, 842492.212454066 6520327.05728549, 842492.02877706 6520326.08892446, 842492.215312825 6520324.51321195, 842492.555603796 6520324.38721312, 842492.697215255 6520323.13182229, 842492.360032418 6520323.1239912, 842492.440473572 6520322.08142305, 842492.114313813 6520319.98497518, 842491.393530214 6520317.93292308, 842490.378705806 6520316.43643089, 842488.874973489 6520315.00892549, 842486.574533449 6520313.99140436, 842484.691884366 6520313.54597558, 842482.192393202 6520313.83607397, 842480.530266327 6520314.38664326, 842478.356855636 6520315.96977591, 842477.273032953 6520317.44431015, 842476.493901632 6520318.71167688, 842476.110015511 6520319.90788096, 842475.644813609 6520319.76317579, 842475.024500167 6520323.06954263, 842474.757274332 6520323.27758041, 842474.609987017 6520323.97045097, 842474.787987319 6520324.3762908, 842475.484814636 6520324.23179018, 842475.663351119 6520323.80744951, 842476.126066427 6520324.05921862, 842476.727452391 6520324.79625559, 842476.533998122 6520325.86297985, 842475.859718034 6520326.650734))"
Prohibited area,"POLYGON ((842493.348402475 6520329.8285772, 842493.631334939 6520328.63677894, 842496.39752716 6520328.8573342, 842498.432239939 6520327.60201671, 842499.14372721 6520323.65871227, 842498.523720403 6520323.03869858, 842497.064506792 6520322.44174756, 842494.743030595 6520321.3805013, 842493.348020464 6520319.83045055, 842491.905192002 6520318.17608531, 842490.814096501 6520316.48344817, 842489.246795368 6520314.88395762, 842487.627326101 6520313.96059516, 842485.347006998 6520313.23029768, 842482.646441485 6520313.32388976, 842479.780746339 6520314.24729648, 842478.109274766 6520315.56315861, 842476.680826373 6520317.40569493, 842476.10489312 6520318.72738564, 842470.400694462 6520317.66613938, 842469.034783627 6520318.47861206, 842468.275987133 6520322.88974811, 842468.815575066 6520324.77798648, 842472.291321905 6520325.8486558, 842475.249581513 6520327.21992797, 842475.813518846 6520329.62976261, 842476.967155707 6520331.66132446, 842479.222304014 6520333.25319385, 842481.676435995 6520334.18178433, 842483.798928518 6520334.4470959, 842485.589781585 6520334.11545644, 842487.712274109 6520333.58483331, 842489.278981342 6520332.3392162, 842490.517948758 6520330.80490028, 842491.384000681 6520329.62664477, 842493.348402475 6520329.8285772))"
Prohibited area,"POLYGON ((842440.195816169 6520296.29046109, 842439.678329412 6520296.59106496, 842438.474098603 6520304.48276452, 842438.51797333 6520305.73425533, 842442.075089349 6520306.4420752, 842442.813664312 6520306.04239851, 842444.392024649 6520297.7425618, 842443.466212054 6520296.78321299, 842440.195816169 6520296.29046109))"
